# NDR-Restore GTAV-NightRain-set3 Evaluation Results,,,
,,,
# Model Information,,,
Model,NDR-Restore,,
Test Dataset,GTAV-NightRain-set3,,
,,,
# Overall Metrics,,,
Total Images,186,,
Average PSNR (dB),29.1151,,
Average SSIM,0.8394,,
,,,
# Per-Image Results,,,
Image Name,GT Name,PSNR (dB),SSIM
0000_00.png,0000.png,32.0068,0.7912
0001_00.png,0001.png,31.2757,0.7036
0002_00.png,0002.png,30.7679,0.8954
0003_00.png,0003.png,31.3051,0.7408
0004_00.png,0004.png,32.9882,0.8469
0005_00.png,0005.png,30.8786,0.9141
0006_00.png,0006.png,32.376,0.8235
0007_00.png,0007.png,33.35,0.8117
0008_00.png,0008.png,32.0955,0.8443
0009_00.png,0009.png,31.6979,0.9043
0010_00.png,0010.png,32.6758,0.8257
0011_00.png,0011.png,31.7965,0.7295
0012_00.png,0012.png,30.9896,0.8537
0013_00.png,0013.png,29.3192,0.78
0014_00.png,0014.png,29.3576,0.8602
0015_00.png,0015.png,31.3677,0.7875
0016_00.png,0016.png,26.2249,0.7691
0017_00.png,0017.png,29.959,0.8257
0018_00.png,0018.png,28.0763,0.7928
0019_00.png,0019.png,28.164,0.7537
0020_00.png,0020.png,28.9786,0.8077
0021_00.png,0021.png,29.1872,0.8806
0022_00.png,0022.png,28.9489,0.7695
0023_00.png,0023.png,25.9469,0.7731
0024_00.png,0024.png,29.8087,0.8663
0025_00.png,0025.png,25.2993,0.8454
0026_00.png,0026.png,22.0643,0.665
0027_00.png,0027.png,26.7574,0.8256
0028_00.png,0028.png,30.9972,0.803
0029_00.png,0029.png,34.7314,0.9507
0030_00.png,0030.png,26.2266,0.8551
0031_00.png,0031.png,31.466,0.9116
0032_00.png,0032.png,29.1984,0.9032
0033_00.png,0033.png,29.0502,0.8661
0034_00.png,0034.png,26.9301,0.8306
0035_00.png,0035.png,27.4794,0.8306
0036_00.png,0036.png,28.5797,0.83
0037_00.png,0037.png,27.662,0.8758
0038_00.png,0038.png,29.5235,0.8876
0039_00.png,0039.png,25.019,0.8758
0040_00.png,0040.png,31.1207,0.8988
0041_00.png,0041.png,28.9634,0.8623
0042_00.png,0042.png,28.8133,0.8921
0043_00.png,0043.png,31.2918,0.8035
0044_00.png,0044.png,26.0878,0.869
0045_00.png,0045.png,27.2138,0.8228
0046_00.png,0046.png,28.8493,0.913
0047_00.png,0047.png,30.1576,0.8804
0048_00.png,0048.png,30.3724,0.8392
0049_00.png,0049.png,30.034,0.9058
0050_00.png,0050.png,29.1809,0.8075
0051_00.png,0051.png,30.6739,0.8403
0052_00.png,0052.png,30.4989,0.6353
0053_00.png,0053.png,29.0382,0.7541
0054_00.png,0054.png,31.4594,0.8874
0055_00.png,0055.png,29.2849,0.794
0056_00.png,0056.png,29.5147,0.8625
0057_00.png,0057.png,30.4992,0.7244
0058_00.png,0058.png,30.4197,0.8355
0059_00.png,0059.png,26.6122,0.7957
0060_00.png,0060.png,28.5048,0.8642
0061_00.png,0061.png,29.1118,0.8937
0062_00.png,0062.png,25.2002,0.8257
0063_00.png,0063.png,29.7305,0.8611
0064_00.png,0064.png,25.6225,0.7766
0065_00.png,0065.png,30.3395,0.8546
0066_00.png,0066.png,29.7403,0.8162
0067_00.png,0067.png,30.6197,0.791
0068_00.png,0068.png,28.0545,0.857
0069_00.png,0069.png,26.5281,0.785
0070_00.png,0070.png,30.7509,0.9098
0071_00.png,0071.png,24.6499,0.7661
0072_00.png,0072.png,24.8975,0.7095
0073_00.png,0073.png,24.2018,0.7204
0074_00.png,0074.png,24.5703,0.7121
0075_00.png,0075.png,25.5713,0.7827
0076_00.png,0076.png,24.0238,0.8938
0077_00.png,0077.png,27.277,0.7949
0078_00.png,0078.png,30.0607,0.8772
0079_00.png,0079.png,30.9693,0.8873
0080_00.png,0080.png,29.5721,0.8188
0081_00.png,0081.png,31.242,0.9114
0082_00.png,0082.png,27.584,0.8383
0083_00.png,0083.png,35.4408,0.9216
0084_00.png,0084.png,31.8047,0.8228
0085_00.png,0085.png,30.9814,0.8786
0086_00.png,0086.png,29.5075,0.8007
0087_00.png,0087.png,33.2292,0.9241
0088_00.png,0088.png,26.1417,0.8553
0089_00.png,0089.png,30.52,0.8454
0090_00.png,0090.png,26.7009,0.7962
0091_00.png,0091.png,29.9201,0.8379
0092_00.png,0092.png,29.2765,0.8472
0093_00.png,0093.png,33.3983,0.9177
0094_00.png,0094.png,31.9617,0.9014
0095_00.png,0095.png,30.2971,0.7941
0096_00.png,0096.png,30.299,0.9459
0097_00.png,0097.png,29.5969,0.8541
0098_00.png,0098.png,27.0355,0.7691
0099_00.png,0099.png,26.8466,0.8209
0100_00.png,0100.png,28.7943,0.836
0101_00.png,0101.png,31.4058,0.8725
0102_00.png,0102.png,30.2294,0.8444
0103_00.png,0103.png,29.6635,0.8666
0104_00.png,0104.png,32.6736,0.9386
0105_00.png,0105.png,29.2908,0.7708
0106_00.png,0106.png,33.1099,0.9108
0107_00.png,0107.png,32.2148,0.8178
0108_00.png,0108.png,28.4624,0.8305
0109_00.png,0109.png,30.1148,0.7879
0110_00.png,0110.png,31.5626,0.8397
0111_00.png,0111.png,27.9895,0.8694
0112_00.png,0112.png,30.4032,0.9147
0113_00.png,0113.png,29.5659,0.8412
0114_00.png,0114.png,29.4073,0.8487
0115_00.png,0115.png,31.828,0.8174
0116_00.png,0116.png,32.0082,0.9323
0117_00.png,0117.png,29.4622,0.7702
0118_00.png,0118.png,25.1055,0.7155
0119_00.png,0119.png,24.5469,0.7411
0120_00.png,0120.png,26.8425,0.8563
0121_00.png,0121.png,30.2451,0.8726
0122_00.png,0122.png,26.8248,0.8001
0123_00.png,0123.png,24.6927,0.7769
0124_00.png,0124.png,26.0809,0.711
0125_00.png,0125.png,27.3945,0.9159
0126_00.png,0126.png,33.0941,0.9392
0127_00.png,0127.png,31.4397,0.9424
0128_00.png,0128.png,26.2336,0.8403
0129_00.png,0129.png,28.2733,0.8266
0130_00.png,0130.png,32.0452,0.8263
0131_00.png,0131.png,25.9474,0.7191
0132_00.png,0132.png,33.6104,0.891
0133_00.png,0133.png,24.9328,0.7221
0134_00.png,0134.png,24.5723,0.7598
0135_00.png,0135.png,27.3602,0.7418
0136_00.png,0136.png,32.0379,0.8893
0137_00.png,0137.png,26.5016,0.7792
0138_00.png,0138.png,27.6146,0.7745
0139_00.png,0139.png,25.2502,0.7598
0140_00.png,0140.png,30.1956,0.8725
0141_00.png,0141.png,24.8801,0.778
0142_00.png,0142.png,27.878,0.801
0143_00.png,0143.png,29.1599,0.8976
0144_00.png,0144.png,29.0855,0.8595
0145_00.png,0145.png,29.9106,0.8366
0146_00.png,0146.png,31.1695,0.9002
0147_00.png,0147.png,30.9731,0.7953
0148_00.png,0148.png,26.4538,0.8605
0149_00.png,0149.png,29.6879,0.9041
0150_00.png,0150.png,26.1231,0.7788
0151_00.png,0151.png,25.1152,0.9079
0152_00.png,0152.png,32.0441,0.9387
0153_00.png,0153.png,28.723,0.898
0154_00.png,0154.png,34.2421,0.9467
0155_00.png,0155.png,26.5597,0.7806
0156_00.png,0156.png,26.1936,0.7878
0157_00.png,0157.png,28.3103,0.8459
0158_00.png,0158.png,30.2836,0.9185
0159_00.png,0159.png,27.7099,0.8284
0160_00.png,0160.png,26.0365,0.8668
0161_00.png,0161.png,31.4883,0.8415
0162_00.png,0162.png,27.6991,0.8459
0163_00.png,0163.png,29.9797,0.9339
0164_00.png,0164.png,29.7593,0.9182
0165_00.png,0165.png,28.8754,0.8935
0166_00.png,0166.png,30.1159,0.9023
0167_00.png,0167.png,32.1503,0.8709
0168_00.png,0168.png,27.4813,0.8588
0169_00.png,0169.png,31.3012,0.9503
0170_00.png,0170.png,33.564,0.9373
0171_00.png,0171.png,30.7169,0.921
0172_00.png,0172.png,30.5444,0.8996
0173_00.png,0173.png,27.8829,0.8794
0174_00.png,0174.png,28.2746,0.884
0175_00.png,0175.png,30.7251,0.8627
0176_00.png,0176.png,27.9159,0.8701
0177_00.png,0177.png,32.3252,0.9282
0178_00.png,0178.png,29.5763,0.8808
0179_00.png,0179.png,30.1504,0.8597
0180_00.png,0180.png,27.8214,0.8111
0181_00.png,0181.png,28.4198,0.8124
0182_00.png,0182.png,28.7388,0.8711
0183_00.png,0183.png,28.4212,0.8464
0184_00.png,0184.png,25.4216,0.7966
0185_00.png,0185.png,24.1027,0.7202
