# NDR-Restore RainDS_syn Evaluation Results,,,,
rain-260.png,norain-260.png,rainstreak,19.3908,0.6827
rain-261.png,norain-261.png,rainstreak,23.7525,0.7336
rain-262.png,norain-262.png,rainstreak,21.2319,0.6132
rain-263.png,norain-263.png,rainstreak,18.5709,0.5938
rain-264.png,norain-264.png,rainstreak,19.2791,0.5759
rain-265.png,norain-265.png,rainstreak,20.1222,0.5637
rain-266.png,norain-266.png,rainstreak,21.939,0.5607
rain-267.png,norain-267.png,rainstreak,16.8145,0.4973
rain-268.png,norain-268.png,rainstreak,18.529,0.5373
rain-269.png,norain-269.png,rainstreak,21.2426,0.6326
rain-274.png,norain-274.png,rainstreak,18.8945,0.6031
rain-305.png,norain-305.png,rainstreak,19.4165,0.5137
rain-317.png,norain-317.png,rainstreak,22.0436,0.5373
rain-318.png,norain-318.png,rainstreak,23.1075,0.5581
rain-354.png,norain-354.png,rainstreak,23.441,0.6877
rain-360.png,norain-360.png,rainstreak,21.2897,0.6065
rain-361.png,norain-361.png,rainstreak,22.231,0.6003
rain-362.png,norain-362.png,rainstreak,17.6918,0.4408
rain-363.png,norain-363.png,rainstreak,20.4725,0.4922
rain-364.png,norain-364.png,rainstreak,18.5555,0.4911
rain-365.png,norain-365.png,rainstreak,22.7549,0.566
rain-366.png,norain-366.png,rainstreak,18.9311,0.516
rain-367.png,norain-367.png,rainstreak,21.2212,0.5639
rain-368.png,norain-368.png,rainstreak,21.661,0.5705
rain-369.png,norain-369.png,rainstreak,20.4267,0.567
rain-377.png,norain-377.png,rainstreak,23.6247,0.6818
rain-395.png,norain-395.png,rainstreak,23.0387,0.6172
rain-425.png,norain-425.png,rainstreak,22.1907,0.5977
rain-436.png,norain-436.png,rainstreak,17.6501,0.5621
rain-487.png,norain-487.png,rainstreak,18.4722,0.4789
rain-488.png,norain-488.png,rainstreak,24.7188,0.6901
rain-489.png,norain-489.png,rainstreak,22.1023,0.5977
rain-490.png,norain-490.png,rainstreak,19.6681,0.5867
rain-491.png,norain-491.png,rainstreak,17.9496,0.5044
rain-492.png,norain-492.png,rainstreak,18.8405,0.5398
rain-493.png,norain-493.png,rainstreak,20.2604,0.5215
rain-494.png,norain-494.png,rainstreak,23.0604,0.6604
rain-495.png,norain-495.png,rainstreak,18.3336,0.5652
rain-496.png,norain-496.png,rainstreak,21.6553,0.5688
rain-497.png,norain-497.png,rainstreak,21.4658,0.504
rain-498.png,norain-498.png,rainstreak,17.8261,0.4698
rain-499.png,norain-499.png,rainstreak,17.7529,0.4604
rain-50.png,norain-50.png,rainstreak,17.5421,0.5611
rain-500.png,norain-500.png,rainstreak,18.3543,0.473
rain-501.png,norain-501.png,rainstreak,22.6714,0.5867
rain-502.png,norain-502.png,rainstreak,19.5006,0.5747
rain-503.png,norain-503.png,rainstreak,21.6989,0.569
rain-504.png,norain-504.png,rainstreak,21.4094,0.5554
rain-505.png,norain-505.png,rainstreak,21.6423,0.5681
rain-506.png,norain-506.png,rainstreak,22.223,0.532
rain-507.png,norain-507.png,rainstreak,20.7611,0.541
rain-508.png,norain-508.png,rainstreak,20.8109,0.4982
rain-509.png,norain-509.png,rainstreak,26.7559,0.7035
rain-510.png,norain-510.png,rainstreak,18.0477,0.4872
rain-511.png,norain-511.png,rainstreak,19.4888,0.5633
rain-512.png,norain-512.png,rainstreak,22.1233,0.5659
rain-513.png,norain-513.png,rainstreak,22.6977,0.5585
rain-514.png,norain-514.png,rainstreak,22.011,0.6829
rain-515.png,norain-515.png,rainstreak,23.3267,0.5951
rain-516.png,norain-516.png,rainstreak,24.4089,0.618
rain-517.png,norain-517.png,rainstreak,20.543,0.5114
rain-518.png,norain-518.png,rainstreak,20.5818,0.6244
rain-519.png,norain-519.png,rainstreak,19.2827,0.5321
rain-520.png,norain-520.png,rainstreak,19.7354,0.5394
rain-521.png,norain-521.png,rainstreak,16.7079,0.483
rain-522.png,norain-522.png,rainstreak,23.0804,0.6143
rain-523.png,norain-523.png,rainstreak,21.4294,0.573
rain-524.png,norain-524.png,rainstreak,21.7052,0.5918
rain-525.png,norain-525.png,rainstreak,18.5302,0.5475
rain-60.png,norain-60.png,rainstreak,20.3055,0.6375
rain-61.png,norain-61.png,rainstreak,20.8387,0.587
rain-62.png,norain-62.png,rainstreak,22.1254,0.612
rain-63.png,norain-63.png,rainstreak,23.4492,0.6415
rain-64.png,norain-64.png,rainstreak,18.152,0.5777
rain-65.png,norain-65.png,rainstreak,17.2245,0.5387
rain-66.png,norain-66.png,rainstreak,20.5782,0.6368
rain-67.png,norain-67.png,rainstreak,22.6621,0.6465
rain-68.png,norain-68.png,rainstreak,18.6809,0.5782
rain-69.png,norain-69.png,rainstreak,21.9423,0.5976
rain-70.png,norain-70.png,rainstreak,22.8779,0.6337
rain-74.png,norain-74.png,rainstreak,24.1253,0.6804
rain-89.png,norain-89.png,rainstreak,20.6208,0.5435
pie-rd-rain-100.png,pie-norain-100.png,rainstreak_raindrop,18.2504,0.7139
pie-rd-rain-104.png,pie-norain-104.png,rainstreak_raindrop,17.884,0.5926
pie-rd-rain-108.png,pie-norain-108.png,rainstreak_raindrop,18.3523,0.632
pie-rd-rain-109.png,pie-norain-109.png,rainstreak_raindrop,17.8267,0.5449
pie-rd-rain-110.png,pie-norain-110.png,rainstreak_raindrop,17.8145,0.62
pie-rd-rain-113.png,pie-norain-113.png,rainstreak_raindrop,18.8921,0.6199
pie-rd-rain-118.png,pie-norain-118.png,rainstreak_raindrop,18.5592,0.6166
pie-rd-rain-124.png,pie-norain-124.png,rainstreak_raindrop,18.6467,0.7159
pie-rd-rain-128.png,pie-norain-128.png,rainstreak_raindrop,17.2261,0.6033
pie-rd-rain-138.png,pie-norain-138.png,rainstreak_raindrop,18.4776,0.552
pie-rd-rain-143.png,pie-norain-143.png,rainstreak_raindrop,18.6134,0.5995
pie-rd-rain-163.png,pie-norain-163.png,rainstreak_raindrop,17.4667,0.6495
pie-rd-rain-173.png,pie-norain-173.png,rainstreak_raindrop,17.1084,0.6349
pie-rd-rain-174.png,pie-norain-174.png,rainstreak_raindrop,17.1888,0.6396
pie-rd-rain-180.png,pie-norain-180.png,rainstreak_raindrop,17.2969,0.6285
pie-rd-rain-182.png,pie-norain-182.png,rainstreak_raindrop,16.7561,0.5625
pie-rd-rain-19.png,pie-norain-19.png,rainstreak_raindrop,18.2773,0.6092
pie-rd-rain-212.png,pie-norain-212.png,rainstreak_raindrop,17.1095,0.6222
pie-rd-rain-213.png,pie-norain-213.png,rainstreak_raindrop,17.862,0.6857
pie-rd-rain-216.png,pie-norain-216.png,rainstreak_raindrop,17.3903,0.6229
pie-rd-rain-223.png,pie-norain-223.png,rainstreak_raindrop,17.2029,0.6291
pie-rd-rain-225.png,pie-norain-225.png,rainstreak_raindrop,18.1284,0.6624
pie-rd-rain-228.png,pie-norain-228.png,rainstreak_raindrop,17.4214,0.6506
pie-rd-rain-229.png,pie-norain-229.png,rainstreak_raindrop,17.2215,0.5072
pie-rd-rain-234.png,pie-norain-234.png,rainstreak_raindrop,18.9974,0.676
pie-rd-rain-236.png,pie-norain-236.png,rainstreak_raindrop,20.2775,0.7606
pie-rd-rain-237.png,pie-norain-237.png,rainstreak_raindrop,19.1147,0.5631
pie-rd-rain-264.png,pie-norain-264.png,rainstreak_raindrop,20.3396,0.6587
pie-rd-rain-268.png,pie-norain-268.png,rainstreak_raindrop,21.4379,0.6717
pie-rd-rain-28.png,pie-norain-28.png,rainstreak_raindrop,20.3227,0.75
pie-rd-rain-299.png,pie-norain-299.png,rainstreak_raindrop,20.6313,0.7913
pie-rd-rain-306.png,pie-norain-306.png,rainstreak_raindrop,18.7711,0.6959
pie-rd-rain-308.png,pie-norain-308.png,rainstreak_raindrop,21.0378,0.7439
pie-rd-rain-311.png,pie-norain-311.png,rainstreak_raindrop,21.2078,0.6886
pie-rd-rain-313.png,pie-norain-313.png,rainstreak_raindrop,21.4717,0.7011
pie-rd-rain-323.png,pie-norain-323.png,rainstreak_raindrop,21.7404,0.7772
pie-rd-rain-326.png,pie-norain-326.png,rainstreak_raindrop,22.3286,0.8232
pie-rd-rain-332.png,pie-norain-332.png,rainstreak_raindrop,21.4692,0.7683
pie-rd-rain-343.png,pie-norain-343.png,rainstreak_raindrop,19.9173,0.7183
pie-rd-rain-344.png,pie-norain-344.png,rainstreak_raindrop,20.8678,0.7443
pie-rd-rain-349.png,pie-norain-349.png,rainstreak_raindrop,20.3946,0.6968
pie-rd-rain-35.png,pie-norain-35.png,rainstreak_raindrop,18.5918,0.5121
pie-rd-rain-353.png,pie-norain-353.png,rainstreak_raindrop,21.0531,0.6208
pie-rd-rain-355.png,pie-norain-355.png,rainstreak_raindrop,21.2119,0.6812
pie-rd-rain-36.png,pie-norain-36.png,rainstreak_raindrop,19.6321,0.6411
pie-rd-rain-37.png,pie-norain-37.png,rainstreak_raindrop,18.8625,0.5339
pie-rd-rain-374.png,pie-norain-374.png,rainstreak_raindrop,20.8571,0.6492
pie-rd-rain-380.png,pie-norain-380.png,rainstreak_raindrop,20.1221,0.646
pie-rd-rain-381.png,pie-norain-381.png,rainstreak_raindrop,19.7324,0.5851
pie-rd-rain-383.png,pie-norain-383.png,rainstreak_raindrop,20.442,0.7659
pie-rd-rain-389.png,pie-norain-389.png,rainstreak_raindrop,17.3136,0.6045
pie-rd-rain-391.png,pie-norain-391.png,rainstreak_raindrop,19.1039,0.6956
pie-rd-rain-393.png,pie-norain-393.png,rainstreak_raindrop,18.9345,0.5992
pie-rd-rain-4.png,pie-norain-4.png,rainstreak_raindrop,19.9153,0.7072
pie-rd-rain-406.png,pie-norain-406.png,rainstreak_raindrop,19.4382,0.5915
pie-rd-rain-408.png,pie-norain-408.png,rainstreak_raindrop,19.5716,0.607
pie-rd-rain-416.png,pie-norain-416.png,rainstreak_raindrop,19.4108,0.7043
pie-rd-rain-418.png,pie-norain-418.png,rainstreak_raindrop,19.7452,0.6792
pie-rd-rain-424.png,pie-norain-424.png,rainstreak_raindrop,18.5896,0.5849
pie-rd-rain-43.png,pie-norain-43.png,rainstreak_raindrop,19.4453,0.559
pie-rd-rain-431.png,pie-norain-431.png,rainstreak_raindrop,18.2857,0.6747
pie-rd-rain-439.png,pie-norain-439.png,rainstreak_raindrop,17.6904,0.502
pie-rd-rain-445.png,pie-norain-445.png,rainstreak_raindrop,19.2469,0.7179
pie-rd-rain-447.png,pie-norain-447.png,rainstreak_raindrop,19.0918,0.7192
pie-rd-rain-449.png,pie-norain-449.png,rainstreak_raindrop,18.64,0.542
pie-rd-rain-453.png,pie-norain-453.png,rainstreak_raindrop,18.5087,0.6836
pie-rd-rain-460.png,pie-norain-460.png,rainstreak_raindrop,19.2012,0.7041
pie-rd-rain-461.png,pie-norain-461.png,rainstreak_raindrop,19.2181,0.597
pie-rd-rain-482.png,pie-norain-482.png,rainstreak_raindrop,18.9304,0.6872
pie-rd-rain-483.png,pie-norain-483.png,rainstreak_raindrop,17.8702,0.6404
pie-rd-rain-487.png,pie-norain-487.png,rainstreak_raindrop,16.7366,0.5833
pie-rd-rain-501.png,pie-norain-501.png,rainstreak_raindrop,18.9689,0.5614
pie-rd-rain-507.png,pie-norain-507.png,rainstreak_raindrop,19.6897,0.7147
pie-rd-rain-510.png,pie-norain-510.png,rainstreak_raindrop,17.4107,0.582
pie-rd-rain-513.png,pie-norain-513.png,rainstreak_raindrop,18.991,0.578
pie-rd-rain-518.png,pie-norain-518.png,rainstreak_raindrop,18.8917,0.5021
pie-rd-rain-535.png,pie-norain-535.png,rainstreak_raindrop,18.7255,0.6668
pie-rd-rain-544.png,pie-norain-544.png,rainstreak_raindrop,19.7867,0.6123
pie-rd-rain-549.png,pie-norain-549.png,rainstreak_raindrop,19.4202,0.6412
pie-rd-rain-555.png,pie-norain-555.png,rainstreak_raindrop,18.6185,0.6448
pie-rd-rain-560.png,pie-norain-560.png,rainstreak_raindrop,19.4756,0.5685
pie-rd-rain-561.png,pie-norain-561.png,rainstreak_raindrop,18.28,0.6436
pie-rd-rain-564.png,pie-norain-564.png,rainstreak_raindrop,18.5812,0.5233
pie-rd-rain-565.png,pie-norain-565.png,rainstreak_raindrop,18.6685,0.5266
pie-rd-rain-566.png,pie-norain-566.png,rainstreak_raindrop,17.9721,0.6304
pie-rd-rain-567.png,pie-norain-567.png,rainstreak_raindrop,19.0806,0.6832
pie-rd-rain-572.png,pie-norain-572.png,rainstreak_raindrop,17.8421,0.6403
pie-rd-rain-580.png,pie-norain-580.png,rainstreak_raindrop,17.9141,0.4775
pie-rd-rain-586.png,pie-norain-586.png,rainstreak_raindrop,18.8221,0.5481
pie-rd-rain-594.png,pie-norain-594.png,rainstreak_raindrop,19.3614,0.6968
pie-rd-rain-598.png,pie-norain-598.png,rainstreak_raindrop,18.1266,0.5965
pie-rd-rain-599.png,pie-norain-599.png,rainstreak_raindrop,18.9803,0.5734
pie-rd-rain-64.png,pie-norain-64.png,rainstreak_raindrop,18.8318,0.5377
pie-rd-rain-72.png,pie-norain-72.png,rainstreak_raindrop,19.004,0.6774
pie-rd-rain-77.png,pie-norain-77.png,rainstreak_raindrop,19.5007,0.523
pie-rd-rain-79.png,pie-norain-79.png,rainstreak_raindrop,19.2389,0.6743
pie-rd-rain-8.png,pie-norain-8.png,rainstreak_raindrop,18.2604,0.6391
pie-rd-rain-83.png,pie-norain-83.png,rainstreak_raindrop,18.8891,0.6437
pie-rd-rain-84.png,pie-norain-84.png,rainstreak_raindrop,19.0282,0.6748
pie-rd-rain-98.png,pie-norain-98.png,rainstreak_raindrop,17.5309,0.599
rd-rain-108.png,norain-108.png,rainstreak_raindrop,19.0335,0.5246
rd-rain-153.png,norain-153.png,rainstreak_raindrop,19.8588,0.6411
rd-rain-16.png,norain-16.png,rainstreak_raindrop,17.0999,0.439
rd-rain-160.png,norain-160.png,rainstreak_raindrop,17.9148,0.591
rd-rain-161.png,norain-161.png,rainstreak_raindrop,19.6997,0.629
rd-rain-162.png,norain-162.png,rainstreak_raindrop,18.3586,0.6026
rd-rain-163.png,norain-163.png,rainstreak_raindrop,19.8345,0.6407
rd-rain-164.png,norain-164.png,rainstreak_raindrop,19.703,0.6533
rd-rain-165.png,norain-165.png,rainstreak_raindrop,19.038,0.5984
rd-rain-166.png,norain-166.png,rainstreak_raindrop,18.6121,0.5964
rd-rain-167.png,norain-167.png,rainstreak_raindrop,19.5551,0.6458
rd-rain-168.png,norain-168.png,rainstreak_raindrop,18.9238,0.6161
rd-rain-169.png,norain-169.png,rainstreak_raindrop,20.5517,0.6594
rd-rain-180.png,norain-180.png,rainstreak_raindrop,18.9286,0.6097
rd-rain-2.png,norain-2.png,rainstreak_raindrop,19.7189,0.4671
rd-rain-203.png,norain-203.png,rainstreak_raindrop,18.761,0.5648
rd-rain-237.png,norain-237.png,rainstreak_raindrop,16.2053,0.4926
rd-rain-256.png,norain-256.png,rainstreak_raindrop,18.6143,0.5574
rd-rain-260.png,norain-260.png,rainstreak_raindrop,16.82,0.5962
rd-rain-261.png,norain-261.png,rainstreak_raindrop,18.3397,0.6325
rd-rain-262.png,norain-262.png,rainstreak_raindrop,17.9988,0.5356
rd-rain-263.png,norain-263.png,rainstreak_raindrop,16.4156,0.5148
rd-rain-264.png,norain-264.png,rainstreak_raindrop,16.7332,0.4955
rd-rain-265.png,norain-265.png,rainstreak_raindrop,17.2675,0.4837
rd-rain-266.png,norain-266.png,rainstreak_raindrop,18.0736,0.4795
rd-rain-267.png,norain-267.png,rainstreak_raindrop,16.8003,0.5347
rd-rain-268.png,norain-268.png,rainstreak_raindrop,16.4588,0.4643
rd-rain-269.png,norain-269.png,rainstreak_raindrop,17.9687,0.542
rd-rain-274.png,norain-274.png,rainstreak_raindrop,16.8274,0.5191
rd-rain-305.png,norain-305.png,rainstreak_raindrop,17.4525,0.4472
rd-rain-317.png,norain-317.png,rainstreak_raindrop,18.7601,0.4644
rd-rain-318.png,norain-318.png,rainstreak_raindrop,19.1598,0.478
rd-rain-354.png,norain-354.png,rainstreak_raindrop,16.8121,0.5525
rd-rain-360.png,norain-360.png,rainstreak_raindrop,17.1116,0.5057
rd-rain-361.png,norain-361.png,rainstreak_raindrop,17.9781,0.5105
rd-rain-362.png,norain-362.png,rainstreak_raindrop,16.1473,0.3859
rd-rain-363.png,norain-363.png,rainstreak_raindrop,17.6352,0.4219
rd-rain-364.png,norain-364.png,rainstreak_raindrop,16.3431,0.417
rd-rain-365.png,norain-365.png,rainstreak_raindrop,18.2308,0.4757
rd-rain-366.png,norain-366.png,rainstreak_raindrop,16.3126,0.4332
rd-rain-367.png,norain-367.png,rainstreak_raindrop,17.3014,0.4724
rd-rain-368.png,norain-368.png,rainstreak_raindrop,17.2229,0.4614
rd-rain-369.png,norain-369.png,rainstreak_raindrop,16.803,0.4621
rd-rain-377.png,norain-377.png,rainstreak_raindrop,18.1596,0.5597
rd-rain-395.png,norain-395.png,rainstreak_raindrop,17.9687,0.5082
rd-rain-425.png,norain-425.png,rainstreak_raindrop,18.5227,0.5079
rd-rain-436.png,norain-436.png,rainstreak_raindrop,16.0573,0.4817
rd-rain-487.png,norain-487.png,rainstreak_raindrop,17.7285,0.5011
rd-rain-488.png,norain-488.png,rainstreak_raindrop,20.1283,0.5954
rd-rain-489.png,norain-489.png,rainstreak_raindrop,18.7589,0.5172
rd-rain-490.png,norain-490.png,rainstreak_raindrop,17.4624,0.5054
rd-rain-491.png,norain-491.png,rainstreak_raindrop,16.457,0.4491
rd-rain-492.png,norain-492.png,rainstreak_raindrop,17.0206,0.4787
rd-rain-493.png,norain-493.png,rainstreak_raindrop,17.6214,0.4572
rd-rain-494.png,norain-494.png,rainstreak_raindrop,17.9432,0.5455
rd-rain-495.png,norain-495.png,rainstreak_raindrop,16.2753,0.4849
rd-rain-496.png,norain-496.png,rainstreak_raindrop,18.4966,0.4892
rd-rain-497.png,norain-497.png,rainstreak_raindrop,18.595,0.4365
rd-rain-498.png,norain-498.png,rainstreak_raindrop,16.7024,0.4126
rd-rain-499.png,norain-499.png,rainstreak_raindrop,16.6692,0.4073
rd-rain-50.png,norain-50.png,rainstreak_raindrop,15.888,0.4399
rd-rain-500.png,norain-500.png,rainstreak_raindrop,18.6841,0.5408
rd-rain-501.png,norain-501.png,rainstreak_raindrop,17.714,0.4822
rd-rain-502.png,norain-502.png,rainstreak_raindrop,17.7646,0.561
rd-rain-503.png,norain-503.png,rainstreak_raindrop,17.4518,0.482
rd-rain-504.png,norain-504.png,rainstreak_raindrop,17.47,0.4476
rd-rain-505.png,norain-505.png,rainstreak_raindrop,17.4791,0.4696
rd-rain-506.png,norain-506.png,rainstreak_raindrop,18.1578,0.4847
rd-rain-507.png,norain-507.png,rainstreak_raindrop,17.919,0.4746
rd-rain-508.png,norain-508.png,rainstreak_raindrop,17.7421,0.4418
rd-rain-509.png,norain-509.png,rainstreak_raindrop,18.6492,0.5531
rd-rain-510.png,norain-510.png,rainstreak_raindrop,15.9357,0.4097
rd-rain-511.png,norain-511.png,rainstreak_raindrop,18.2377,0.6048
rd-rain-512.png,norain-512.png,rainstreak_raindrop,17.3396,0.4482
rd-rain-513.png,norain-513.png,rainstreak_raindrop,18.091,0.4907
rd-rain-514.png,norain-514.png,rainstreak_raindrop,18.071,0.5831
rd-rain-515.png,norain-515.png,rainstreak_raindrop,18.3762,0.5004
rd-rain-516.png,norain-516.png,rainstreak_raindrop,17.902,0.4994
rd-rain-517.png,norain-517.png,rainstreak_raindrop,17.1841,0.439
rd-rain-518.png,norain-518.png,rainstreak_raindrop,17.3319,0.5785
rd-rain-519.png,norain-519.png,rainstreak_raindrop,17.0559,0.4438
rd-rain-520.png,norain-520.png,rainstreak_raindrop,16.8205,0.4559
rd-rain-521.png,norain-521.png,rainstreak_raindrop,15.8674,0.47
rd-rain-522.png,norain-522.png,rainstreak_raindrop,17.9417,0.5006
rd-rain-523.png,norain-523.png,rainstreak_raindrop,17.3717,0.4681
rd-rain-524.png,norain-524.png,rainstreak_raindrop,17.4818,0.4804
rd-rain-525.png,norain-525.png,rainstreak_raindrop,16.1314,0.4486
rd-rain-60.png,norain-60.png,rainstreak_raindrop,17.9057,0.5022
rd-rain-61.png,norain-61.png,rainstreak_raindrop,18.3265,0.4472
rd-rain-62.png,norain-62.png,rainstreak_raindrop,19.0758,0.4648
rd-rain-63.png,norain-63.png,rainstreak_raindrop,19.6586,0.4827
rd-rain-64.png,norain-64.png,rainstreak_raindrop,16.758,0.4544
rd-rain-65.png,norain-65.png,rainstreak_raindrop,16.1285,0.4263
rd-rain-66.png,norain-66.png,rainstreak_raindrop,18.1962,0.4918
rd-rain-67.png,norain-67.png,rainstreak_raindrop,19.311,0.5013
rd-rain-68.png,norain-68.png,rainstreak_raindrop,17.3298,0.4684
rd-rain-69.png,norain-69.png,rainstreak_raindrop,19.2715,0.4716
rd-rain-70.png,norain-70.png,rainstreak_raindrop,19.7265,0.5042
rd-rain-74.png,norain-74.png,rainstreak_raindrop,20.2529,0.5393
rd-rain-89.png,norain-89.png,rainstreak_raindrop,18.7998,0.4536
